날짜,종가,시가,고가,저가,거래량,변동 %,기업명
2024-12-13,36.70212766,37.09384793,37.38523283,36.56055858,28320000.0,-2.44,CATL
2024-12-13,436.23,420.0,436.3,415.71,89000000.0,4.34,테슬라
2024-12-13,278.9341924506461,276.14485052613963,278.9341924506461,271.6121698988166,328250.0,-1.11,LG 에너지 솔루션
2024-12-13,38.00511298,38.6676013,38.70746055,37.99274287,11240000.0,-2.53,BYD
2024-12-12,418.1,424.84,429.3,415.0,87750000.0,-1.57,테슬라
2024-12-12,282.73466278037563,267.70673880070177,282.73466278037563,261.41597992548947,579730.0,7.01,LG 에너지 솔루션
2024-12-12,10.33285283711178,10.13956231162364,10.352509500720744,10.034726772375835,13720000.0,2.74,파나소닉
2024-12-12,39.02868542,38.53614914,39.02868542,38.30226319,10010000.0,1.04,BYD
2024-12-12,37.65701314,36.58251359,37.88677169,36.48620761,22330000.0,2.47,CATL
2024-12-11,424.77,409.7,424.88,402.38,104290000.0,5.93,테슬라
2024-12-11,36.78809999,37.7329385,38.49597135,36.70821569,19400000.0,-1.28,CATL
2024-12-11,38.67089043,38.8444322,39.09785827,38.4821982,9340000.0,-0.63,BYD
2024-12-11,10.06887504099705,9.918005903574944,10.06887504099705,9.908166612003937,7420000.0,1.86,파나소닉
2024-12-11,264.7411070100364,271.7448399997199,273.8459598966249,263.69054706158386,258540.00000000003,-1.82,LG 에너지 솔루션
2024-12-10,9.91773609740046,10.22704837117473,10.263244488318527,9.888121092464628,10510000.0,1.41,파나소닉
2024-12-10,37.32,38.79724138,38.82758621,37.14896552,32900000.0,0.94,CATL
2024-12-10,400.99,392.68,409.73,390.85,97560000.0,2.87,테슬라
2024-12-10,38.97241379,40.4137931,40.55172414,38.89655172,17590000.0,0.73,BYD
2024-12-10,268.42362127867256,273.30405075646655,276.09286760092033,268.07501917311583,246890.0,-0.65,LG 에너지 솔루션
2024-12-09,271.28255390646876,269.88238588630634,278.28339400728083,265.68188182581906,251540.0,-0.77,LG 에너지 솔루션
2024-12-09,38.63285769,38.45931354,39.1149248,38.24582668,9220000.0,0.07,BYD
2024-12-09,9.828692373834249,9.855149150076063,10.046960777829222,9.79562140353198,8870000.0,0.0,파나소닉
2024-12-09,389.79,397.61,404.8,378.01,96360000.0,0.15,테슬라
2024-12-09,36.91945347,36.77345601,37.14120434,36.41810369,22460000.0,0.56,CATL
2024-12-06,9.904685729520763,9.878024395120976,9.964673731920282,9.758048390321935,6440000.0,0.58,파나소닉
2024-12-06,274.20057016866315,268.9342339938489,278.76472818683555,268.9342339938489,263810.0,2.23,LG 에너지 솔루션
2024-12-06,36.66437414,35.21320495,37.12517194,35.07565337,33040000.0,4.12,CATL
2024-12-06,389.22,377.42,389.49,370.8,81460000.0,5.34,테슬라
2024-12-06,38.55295736,37.91884457,38.78679505,37.69050894,12470000.0,1.82,BYD
2024-12-05,35.265594,35.5397289,35.67197487,35.12921534,16020000.0,-1.15,CATL
2024-12-05,9.844749466950958,9.701492537313433,9.868070362473347,9.701492537313433,8270000.0,1.58,파나소닉
2024-12-05,37.91877893,38.18464845,38.36235398,37.78791051,9030000.0,-1.69,BYD
2024-12-05,270.2932186120231,275.2462357070078,279.49167893128043,270.2932186120231,167700.0,-1.8,LG 에너지 솔루션
2024-12-05,369.49,359.87,375.43,359.5,81400000.0,3.23,테슬라
2024-12-04,357.93,353.0,358.1,348.6,50810000.0,1.85,테슬라
2024-12-04,275.6656013265964,277.0829051894581,279.9175129151814,272.47666763515764,244180.0,-2.02,LG 에너지 솔루션
2024-12-04,38.54774755,38.73499284,39.00897676,38.38528472,8500000.0,-0.94,BYD
2024-12-04,35.65508316,35.79689393,36.07225465,35.45269303,16180000.0,-1.1,CATL
2024-12-04,9.658034528552458,9.777556440903055,9.824037184594953,9.658034528552458,6440000.0,-1.42,파나소닉
2024-12-03,9.863627247810681,9.766695634734942,10.047463065712948,9.749983287652917,9780000.0,1.55,파나소닉
2024-12-03,38.79464163,39.0897362,39.23796975,38.51052733,9140000.0,0.09,BYD
2024-12-03,280.6704984906007,278.1960734409355,283.4984128330753,272.186755463177,240690.0,1.4,LG 에너지 솔루션
2024-12-03,351.42,351.8,355.69,348.2,58270000.0,-1.59,테슬라
2024-12-03,35.93840072,35.82310796,36.096242,35.54860139,17310000.0,-0.13,CATL
2024-12-02,9.713216124072465,9.8068052677318,9.8068052677318,9.636339327495152,7430000.0,-0.85,파나소닉
2024-12-02,278.854098407362,275.6488788854383,283.1277244365936,274.22433687569446,183830.0,2.62,LG 에너지 솔루션
2024-12-02,38.83708777,38.04081745,39.05712793,37.69287895,15140000.0,2.75,BYD
2024-12-02,36.05770553,35.56949143,36.24473966,35.37283054,20650000.0,0.36,CATL
2024-12-02,357.09,352.38,360.0,351.15,77990000.0,3.46,테슬라
2024-11-29,36.07141378,34.68925618,37.00343813,34.68925618,31370000.0,2.57,CATL
2024-11-29,345.16,336.08,345.45,334.65,37170000.0,3.69,테슬라
2024-11-29,9.786310517529216,10.010016694490819,10.010016694490819,9.729549248747913,7210000.0,-2.53,파나소닉
2024-11-29,273.54141122989665,286.8061978819362,288.5987366186983,272.4658879878394,277620.0,-5.22,LG 에너지 솔루션
2024-11-29,37.94788948,37.69520732,38.36902641,37.56403353,12800000.0,0.09,BYD
2024-11-28,35.16013252,35.78133628,35.82689122,34.99447819,22360000.0,-2.0,CATL
2024-11-28,37.90447267,38.81833241,38.86802871,37.68636113,15860000.0,-2.28,BYD
2024-11-28,9.921472878447934,9.802692358453214,10.007258809555234,9.66411508512604,8189999.999999999,1.66,파나소닉
2024-11-28,288.79338178843824,286.99963407546653,290.94587904400424,286.2821349902779,115400.0,0.5,LG 에너지 솔루션
2024-11-27,35.86905518,35.15139805,36.00706616,34.70562257,27400000.0,1.24,CATL
2024-11-27,9.788219722038386,9.953673064195897,10.0066181336863,9.728656518861682,10090000.0,-2.57,파나소닉
2024-11-27,332.89,341.8,342.55,326.59,57900000.0,-1.58,테슬라
2024-11-27,38.78108697,38.54370808,38.78108697,38.22904303,11000000.0,0.0,BYD
2024-11-27,288.42414552996587,294.185426838929,298.14630773884113,287.7039853663455,172480.0,-1.35,LG 에너지 솔루션
2024-11-26,9.915088177661659,9.973873285434356,10.013063357282823,9.813847158719792,7610000.0,-1.17,파나소닉
2024-11-26,290.7809545636853,298.6592562883172,302.24030252678625,290.0647453159915,213270.0,-3.22,LG 에너지 솔루션
2024-11-26,338.23,341.0,346.96,335.66,62300000.0,-0.11,테슬라
2024-11-26,35.39988969,36.06867071,36.3996139,35.25372311,27360000.0,-2.79,CATL
2024-11-26,38.74931054,38.61003861,39.43739658,38.31770546,9520000.0,-0.7,BYD
2024-11-25,338.59,360.14,361.93,338.2,95890000.0,-3.96,테슬라
2024-11-25,300.0586527044619,293.263522309486,303.99267556471113,291.83296854212267,433780.0,3.58,LG 에너지 솔루션
2024-11-25,36.48041992,36.33676359,36.82022239,36.07707715,26240000.0,1.93,CATL
2024-11-25,39.09109745,39.09109745,39.96961116,38.79964086,17450000.0,1.62,BYD
2024-11-25,9.96044355100188,10.08689449452046,10.093379158290642,9.821023279942935,16320000.0,-0.97,파나소닉
2024-11-22,38.43627079,39.40376786,39.45345387,38.36864261,12510000.0,-2.63,BYD
2024-11-22,288.79064460924127,287.7210496292071,291.999429549344,286.6514546491728,141110.0,1.12,LG 에너지 솔루션
2024-11-22,352.56,341.08,361.53,337.7,89140000.0,3.8,테슬라
2024-11-22,35.76012698,36.97881444,37.12649231,35.7297633,22560000.0,-3.41,CATL
2024-11-22,10.023264831329973,9.761535478867778,10.071733229934082,9.748610572573348,10490000.0,2.04,파나소닉
2024-11-21,39.52022994,39.86154101,39.86430467,39.24386469,9550000.0,-0.85,BYD
2024-11-21,286.2452203123325,285.17314083550724,290.53353821963333,281.9569024050316,206830.0,0.0,LG 에너지 솔루션
2024-11-21,37.06887022,36.7095954,37.50690913,36.43323016,20550000.0,0.27,CATL
2024-11-21,9.837550967574915,9.834314931072424,9.960520354669601,9.77283023752508,9550000.0,-0.3,파나소닉
2024-11-21,339.64,343.81,347.99,335.28,58010000.0,-0.7,테슬라
2024-11-20,36.92432962,36.84152417,37.24865096,36.51720283,22710000.0,-0.44,CATL
2024-11-20,342.03,345.0,346.6,334.3,66340000.0,-1.15,테슬라
2024-11-20,39.8100995,39.74799542,40.07783712,39.40159262,10600000.0,0.16,BYD
2024-11-20,286.4765883177637,281.46950687400755,287.90718301597974,278.96596615212945,215240.0,1.78,LG 에너지 솔루션
2024-11-20,9.808273821012675,9.872611464968152,9.89512964035257,9.74715305925497,8610000.0,-1.23,파나소닉
2024-11-19,39.78586724,39.88119085,40.26801133,38.96111073,13190000.0,-0.24,BYD
2024-11-19,37.12371348,36.19810734,37.57684603,35.64274366,34810000.0,2.21,CATL
2024-11-19,9.980601357904947,9.686388619463305,10.022631749110895,9.586162301972195,16900000.0,4.04,파나소닉
2024-11-19,282.62181107791315,276.15777982073087,284.0582624683981,273.284877039761,290710.0,2.61,LG 에너지 솔루션
2024-11-19,346.0,335.76,347.38,332.75,88850000.0,2.14,테슬라
2024-11-18,36.33298325,36.69780554,37.44265104,36.06765795,30650000.0,-0.99,CATL
2024-11-18,9.59262851600388,9.356611703847397,9.660523763336567,9.295182670546394,10530000.0,1.09,파나소닉
2024-11-18,39.89276436,40.0765574,40.48283677,39.61362003,11620000.0,-0.46,BYD
2024-11-18,275.80007191657677,269.6871628910464,277.2384034519957,269.6871628910464,363620.0,3.37,LG 에너지 솔루션
2024-11-18,338.74,340.73,348.55,330.01,126550000.0,5.62,테슬라
2024-11-15,40.10565766,40.76809249,40.90638786,39.83183283,15320000.0,-1.61,BYD
2024-11-15,36.72571879,37.27060255,38.03122709,36.72571879,35200000.0,-3.43,CATL
2024-11-15,320.72,310.57,324.68,309.22,114440000.0,3.07,테슬라
